"","simulatedAnswer","item","normResponse0","normResponse1","simRank1","workerid","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","slide_number","obj2","name","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","trial_type","pref2","normResponse2","Answer.score_quiz2"
"439",122,3620,1,0,NA,36,212,3,NA,"striped",1,"circle",NA,3,NA,"322b-2",1,122,222,"shape",1,3,0,222,212,"cloud",0,11.1376833333333,"female",0,0.5,"['solid', 'striped', 'red']",NA,0,11,122,"task",NA,"322b",1,NA,NA,"task","square",0,3
"440",311,9700,0.5,0,NA,36,111,3,NA,"blue",1,"circle",NA,3,NA,"321-3",1,111,213,"shape",1,3,0,213,311,"cloud",1,11.1376833333333,"female",1,0.5,"['solid', 'blue', 'green']",NA,0,12,311,"task",NA,"321",1,NA,NA,"task","square",0.5,3
"441",331,23290,0.5,0,NA,36,211,3,NA,"blue",1,"circle",NA,4,NA,"22b2b-2",1,331,233,"shape",1,3,0,233,211,"cloud",2,11.1376833333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,0,13,331,"task",NA,"22b2b",1,NA,NA,"task","square",0.5,3
"442",211,29010,0.219512195121951,0.292682926829268,NA,36,211,3,NA,"blue",1,"circle",NA,4,NA,"22a2b-2b",1,211,233,"shape",0.45,3,0.6,333,333,"cloud",3,11.1376833333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,0,14,233,"task",NA,"22a2b",1,NA,NA,"task","square",0.487804878048781,3
"443",NA,NA,NA,NA,NA,36,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.1376833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"444",NA,NA,NA,NA,"cloud",36,NA,3,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.1376833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"circle",NA,NA,"square","square",NA,NA,NA,3
"445",122,2741,0.151515151515152,0.545454545454546,NA,37,112,3,NA,"cloud",0,"striped",NA,3,NA,"322b-2",0.5,212,112,"texture",0.25,3,0.9,122,122,"solid",0,13.86445,"male",0.5,0,"['cloud', 'circle', 'red']",NA,1,3,212,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.303030303030303,3
"446",233,23081,0.0697674418604651,0.465116279069767,NA,37,311,3,NA,"green",0,"striped",NA,4,NA,"22b1-3",0.5,221,311,"texture",0.15,3,1,233,233,"solid",1,13.86445,"male",1,0,"['circle', 'square', 'blue', 'green']",NA,1,4,221,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.465116279069767,3
"447",221,4951,0,0.5,NA,37,221,3,NA,"blue",0,"striped",NA,4,NA,"22a1-3",0.5,132,112,"texture",0,3,1,132,221,"solid",2,13.86445,"male",1,0,"['cloud', 'circle', 'blue', 'red']",NA,1,5,112,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.5,3
"448",112,20660,0.2,0.4,NA,37,131,3,NA,"red",0,"striped",NA,4,NA,"321-2",0.5,112,131,"texture",0.5,3,1,133,133,"solid",3,13.86445,"male",1,0,"['cloud', 'blue', 'red', 'green']",NA,1,6,112,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.4,3
"449",NA,NA,NA,NA,NA,37,NA,3,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.86445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"450",NA,NA,NA,NA,"polka-dotted",37,NA,3,"polka-dotted",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.86445,NA,NA,NA,NA,3,NA,NA,NA,NA,"solid",NA,NA,"striped","striped",NA,NA,NA,3
"451",222,18562,0.230769230769231,0.512820512820513,NA,37,231,3,NA,"striped",1,"red",NA,4,NA,"22b1-3",0,323,231,"color",0.45,3,1,323,222,"blue",0,13.86445,"male",0.5,1,"['circle', 'square', 'striped', 'polka-dotted']",NA,0.5,11,222,"task",NA,"22b1",3,NA,NA,"task","green",0.256410256410256,3
"452",133,28931,0.236842105263158,0.263157894736842,NA,37,332,3,NA,"cloud",1,"red",NA,3,NA,"322b-2",0,333,133,"color",0.45,3,0.5,333,332,"blue",1,13.86445,"male",0.95,1,"['cloud', 'square', 'polka-dotted']",NA,0.5,12,133,"task",NA,"322b",3,NA,NA,"task","green",0.5,3
"453",121,13990,0.369565217391304,0.217391304347826,NA,37,121,3,NA,"cloud",1,"red",NA,2,NA,"331-3",0,122,123,"color",0.85,3,0.5,123,121,"blue",2,13.86445,"male",0.95,1,"['cloud', 'striped']",NA,0.5,13,122,"task",NA,"331",3,NA,NA,"task","green",0.41304347826087,3
"454",321,14131,0.606060606060606,0.0909090909090909,NA,37,321,3,NA,"square",1,"red",NA,4,NA,"311-3",0,321,222,"color",1,3,0.15,123,123,"blue",3,13.86445,"male",0.5,1,"['cloud', 'circle', 'square', 'striped']",NA,0.5,14,222,"task",NA,"311",3,NA,NA,"task","green",0.303030303030303,3
"455",NA,NA,NA,NA,NA,37,NA,3,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.86445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"456",NA,NA,NA,NA,"red",37,NA,3,"green",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13.86445,NA,NA,NA,NA,2,NA,NA,NA,NA,"green",NA,NA,"blue","blue",NA,NA,NA,3
"469",313,12710,0.285714285714286,0.285714285714286,NA,39,312,3,NA,"solid",0,"circle",NA,4,NA,"22a2b-2a",0.5,232,312,"shape",0.5,4,0.5,313,313,"cloud",0,18.5494333333333,"male",0.75,1,"['solid', 'polka-dotted', 'red', 'green']",NA,0,3,232,"task",NA,"22a2b",1,NA,NA,"task","square",0.428571428571429,5
"470",311,21970,0.27027027027027,0.27027027027027,NA,39,311,3,NA,"blue",0,"circle",NA,4,NA,"22b1-3",0.5,213,133,"shape",0.5,4,0.5,133,311,"cloud",1,18.5494333333333,"male",0.85,1,"['solid', 'polka-dotted', 'blue', 'green']",NA,0,4,213,"task",NA,"22b1",1,NA,NA,"task","square",0.459459459459459,5
"471",331,4840,0.303030303030303,0.151515151515152,NA,39,211,3,NA,"blue",0,"circle",NA,4,NA,"22b1-3",0.5,132,331,"shape",0.5,4,0.25,132,211,"cloud",2,18.5494333333333,"male",0.9,1,"['solid', 'polka-dotted', 'blue', 'red']",NA,0,5,331,"task",NA,"22b1",1,NA,NA,"task","square",0.545454545454546,5
"472",132,5560,0.419354838709677,0.161290322580645,NA,39,212,3,NA,"red",0,"circle",NA,4,NA,"311-3",0.5,212,132,"shape",0.65,4,0.25,132,322,"cloud",3,18.5494333333333,"male",0.65,1,"['solid', 'striped', 'polka-dotted', 'red']",NA,0,6,322,"task",NA,"311",1,NA,NA,"task","square",0.419354838709677,5
"473",NA,NA,NA,NA,NA,39,NA,3,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.5494333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"474",NA,NA,NA,NA,"square",39,NA,3,"square",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.5494333333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"circle",NA,NA,"cloud","cloud",NA,NA,NA,5
"475",322,4110,0.32258064516129,0.225806451612903,NA,39,311,3,NA,"red",1,"circle",NA,4,NA,"22b2b-2",1,322,212,"shape",0.5,4,0.35,322,311,"cloud",0,18.5494333333333,"male",0.7,0,"['solid', 'striped', 'blue', 'red']",NA,0.5,11,212,"task",NA,"22b2b",1,NA,NA,"task","square",0.451612903225806,5
"476",323,19900,0.294117647058824,0.205882352941176,NA,39,112,3,NA,"green",1,"circle",NA,4,NA,"22a2b-2b",1,323,112,"shape",0.5,4,0.35,323,123,"cloud",1,18.5494333333333,"male",0.85,0,"['solid', 'striped', 'red', 'green']",NA,0.5,12,123,"task",NA,"22a2b",1,NA,NA,"task","square",0.5,5
"477",321,970,0.172413793103448,0.172413793103448,NA,39,121,3,NA,"blue",1,"circle",NA,4,NA,"22a2b-2b",1,121,112,"shape",0.25,4,0.25,112,321,"cloud",2,18.5494333333333,"male",0.95,0,"['solid', 'striped', 'blue', 'red']",NA,0.5,13,321,"task",NA,"22a2b",1,NA,NA,"task","square",0.655172413793103,5
"478",323,19880,0.115384615384615,0.153846153846154,NA,39,231,3,NA,"green",1,"circle",NA,4,NA,"22a1-3",1,323,123,"shape",0.15,4,0.2,323,231,"cloud",3,18.5494333333333,"male",0.95,0,"['striped', 'polka-dotted', 'blue', 'green']",NA,0.5,14,123,"task",NA,"22a1",1,NA,NA,"task","square",0.730769230769231,5
"479",NA,NA,NA,NA,NA,39,NA,3,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.5494333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"480",NA,NA,NA,NA,"circle",39,NA,3,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.5494333333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"cloud",NA,NA,"square","square",NA,NA,NA,5
"481",122,3621,0,1,NA,40,212,4,NA,"cloud",0,"striped",NA,3,NA,"322b-2",0,222,212,"texture",0,4,1,222,122,"solid",0,18.1709166666667,"male",0,1,"['cloud', 'circle', 'red']",NA,0.5,3,122,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0,5
"482",121,5491,0,1,NA,40,121,4,NA,"blue",0,"striped",NA,4,NA,"22b2b-2",0,132,121,"texture",0,4,1,132,322,"solid",1,18.1709166666667,"male",0,1,"['cloud', 'square', 'blue', 'red']",NA,0.5,4,322,"task",NA,"22b2b",2,NA,NA,"task","polka-dotted",0,5
"483",332,17101,0,0,NA,40,332,4,NA,"red",0,"striped",NA,5,NA,"211-3",0,113,223,"texture",0,4,0,223,332,"solid",2,18.1709166666667,"male",1,1,"['cloud', 'circle', 'square', 'red', 'green']",NA,0.5,5,113,"task",NA,"211",2,NA,NA,"task","polka-dotted",1,5
"484",111,230,1,0,NA,40,111,4,NA,"cloud",0,"striped",NA,2,NA,"331-3",0,121,131,"texture",1,4,0,131,111,"solid",3,18.1709166666667,"male",0,1,"['cloud', 'blue']",NA,0.5,6,121,"task",NA,"331",2,NA,NA,"task","polka-dotted",0,5
"485",NA,NA,NA,NA,NA,40,NA,4,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.1709166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"486",NA,NA,NA,NA,"striped",40,NA,4,"polka-dotted",NA,NA,NA,"striped",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.1709166666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"polka-dotted",NA,NA,"solid","solid",NA,NA,NA,5
"487",212,2140,0,1,NA,40,221,4,NA,"solid",1,"circle",NA,4,NA,"22a2b-2b",0,221,212,"shape",0,4,1,312,312,"cloud",0,18.1709166666667,"male",0,1,"['solid', 'striped', 'blue', 'red']",NA,0.5,11,212,"task",NA,"22a2b",1,NA,NA,"task","square",0,5
"488",233,25000,0,1,NA,40,212,4,NA,"polka-dotted",1,"circle",NA,4,NA,"22b2b-2",0,233,313,"shape",0,4,1,233,212,"cloud",1,18.1709166666667,"male",0,1,"['solid', 'polka-dotted', 'red', 'green']",NA,0.5,12,313,"task",NA,"22b2b",1,NA,NA,"task","square",0,5
"489",221,27240,0,1,NA,40,221,4,NA,"striped",1,"circle",NA,5,NA,"22b1-2",0,333,221,"shape",0,4,1,333,232,"cloud",2,18.1709166666667,"male",0,1,"['striped', 'polka-dotted', 'blue', 'red', 'green']",NA,0.5,13,232,"task",NA,"22b1",1,NA,NA,"task","square",0,5
"490",221,18800,0,1,NA,40,221,4,NA,"blue",1,"circle",NA,5,NA,"211-3",0,323,221,"shape",0,4,1,323,132,"cloud",3,18.1709166666667,"male",0,1,"['striped', 'polka-dotted', 'blue', 'red', 'green']",NA,0.5,14,132,"task",NA,"211",1,NA,NA,"task","square",0,5
"491",NA,NA,NA,NA,NA,40,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.1709166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"492",NA,NA,NA,NA,"circle",40,NA,4,"square",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,18.1709166666667,NA,NA,NA,NA,1,NA,NA,NA,NA,"square",NA,NA,"cloud","circle",NA,NA,NA,5
"493",122,13990,0,1,NA,41,121,1,NA,"striped",0,"red",NA,2,NA,"331-3",0.5,123,121,"color",0,3,1,123,122,"blue",0,36.4946666666667,"female",0,0,"['cloud', 'striped']",NA,1,3,122,"task",NA,"331",3,NA,NA,"task","green",0,1
"494",233,23292,0,0,NA,41,211,1,NA,"circle",0,"red",NA,4,NA,"22b2b-2",0.5,331,233,"color",0,3,0,233,211,"blue",1,36.4946666666667,"female",1,0,"['circle', 'square', 'solid', 'polka-dotted']",NA,1,4,331,"task",NA,"22b2b",3,NA,NA,"task","green",1,1
"495",132,21302,0,1,NA,41,211,1,NA,"polka-dotted",0,"red",NA,4,NA,"22a1-3",0.5,133,211,"color",0,3,1,133,132,"blue",2,36.4946666666667,"female",0,0,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,1,5,132,"task",NA,"22a1",3,NA,NA,"task","green",0,1
"496",112,20682,0,1,NA,41,331,1,NA,"cloud",0,"red",NA,4,NA,"22b1-3",0.5,133,112,"color",0,3,1,133,331,"blue",3,36.4946666666667,"female",0,0,"['cloud', 'square', 'solid', 'polka-dotted']",NA,1,6,112,"task",NA,"22b1",3,NA,NA,"task","green",0,1
"497",NA,NA,NA,NA,NA,41,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,36.4946666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"498",NA,NA,NA,NA,"green",41,NA,1,"green",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,36.4946666666667,NA,NA,NA,NA,3,NA,NA,NA,NA,"blue",NA,NA,"red","red",NA,NA,NA,1
"499",233,23031,0,0,NA,41,111,1,NA,"circle",1,"striped",NA,4,NA,"22a1-3",0,233,111,"texture",0,3,0,233,121,"solid",0,36.4946666666667,"female",1,0.5,"['cloud', 'circle', 'blue', 'green']",NA,1,11,121,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",1,1
"500",211,16610,1,0,NA,41,211,1,NA,"blue",1,"striped",NA,4,NA,"311-3",0,211,232,"texture",1,3,0,223,223,"solid",1,36.4946666666667,"female",0,0.5,"['circle', 'blue', 'red', 'green']",NA,1,12,232,"task",NA,"311",2,NA,NA,"task","polka-dotted",0,1
"501",222,22681,0,1,NA,41,222,1,NA,"circle",1,"striped",NA,4,NA,"22a2b-2a",0,133,223,"texture",0,3,1,133,222,"solid",2,36.4946666666667,"female",0,0.5,"['cloud', 'circle', 'red', 'green']",NA,1,13,223,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0,1
"502",323,19421,0,1,NA,41,111,1,NA,"green",1,"striped",NA,5,NA,"22b1-2",0,111,213,"texture",0,3,1,323,323,"solid",3,36.4946666666667,"female",0,0.5,"['cloud', 'circle', 'square', 'blue', 'green']",NA,1,14,213,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,1
"503",NA,NA,NA,NA,NA,41,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,36.4946666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"504",NA,NA,NA,NA,"solid",41,NA,1,"polka-dotted",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,36.4946666666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"polka-dotted",NA,NA,"striped","striped",NA,NA,NA,1
"505",122,13990,0.333333333333333,0.358974358974359,NA,42,121,0,NA,"cloud",0,"red",NA,2,NA,"331-3",0,121,123,"color",0.65,1,0.7,123,122,"blue",0,12.5327,"female",0.6,0.5,"['cloud', 'striped']",NA,1,3,122,"task",NA,"331",3,NA,NA,"task","green",0.307692307692308,3
"506",221,23092,0.487179487179487,0,NA,42,121,0,NA,"circle",0,"red",NA,4,NA,"22a2b-2a",0,121,221,"color",0.95,1,0,233,233,"blue",1,12.5327,"female",1,0.5,"['cloud', 'circle', 'striped', 'polka-dotted']",NA,1,4,221,"task",NA,"22a2b",3,NA,NA,"task","green",0.512820512820513,3
"507",312,18341,0,1,NA,42,331,0,NA,"square",0,"red",NA,4,NA,"311-3",0,312,323,"color",0,1,1,323,331,"blue",2,12.5327,"female",0,0.5,"['square', 'solid', 'striped', 'polka-dotted']",NA,1,5,312,"task",NA,"311",3,NA,NA,"task","green",0,3
"508",112,21692,0.0909090909090909,0,NA,42,112,0,NA,"cloud",0,"red",NA,4,NA,"22b2b-2",0,133,112,"color",0.1,1,0,133,332,"blue",3,12.5327,"female",1,0.5,"['cloud', 'square', 'solid', 'polka-dotted']",NA,1,6,332,"task",NA,"22b2b",3,NA,NA,"task","green",0.909090909090909,3
"509",NA,NA,NA,NA,NA,42,NA,0,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12.5327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"510",NA,NA,NA,NA,"blue",42,NA,0,"blue",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12.5327,NA,NA,NA,NA,0,NA,NA,NA,NA,"green",NA,NA,"red","green",NA,NA,NA,3
"511",312,15121,0.3,0.35,NA,42,312,0,NA,"square",1,"striped",NA,5,NA,"22b1-2",1,213,123,"texture",0.6,1,0.7,123,312,"solid",0,12.5327,"female",0.7,0.5,"['cloud', 'circle', 'square', 'red', 'green']",NA,0,11,213,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.35,3
"512",113,27561,0.378378378378378,0.297297297297297,NA,42,121,0,NA,"cloud",1,"striped",NA,4,NA,"22b1-3",1,333,113,"texture",0.7,1,0.55,333,121,"solid",1,12.5327,"female",0.6,0.5,"['cloud', 'square', 'blue', 'green']",NA,0,12,113,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.324324324324324,3
"513",323,19161,0.193548387096774,0.419354838709677,NA,42,112,0,NA,"green",1,"striped",NA,4,NA,"22b1-3",1,332,323,"texture",0.3,1,0.65,323,112,"solid",2,12.5327,"female",0.6,0.5,"['cloud', 'square', 'red', 'green']",NA,0,13,332,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.387096774193548,3
"514",231,10960,0.264705882352941,0.264705882352941,NA,42,231,0,NA,"circle",1,"striped",NA,4,NA,"321-2",1,231,232,"texture",0.45,1,0.45,213,213,"solid",3,12.5327,"female",0.8,0.5,"['circle', 'blue', 'red', 'green']",NA,0,14,232,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.470588235294118,3
"515",NA,NA,NA,NA,NA,42,NA,0,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12.5327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"516",NA,NA,NA,NA,"solid",42,NA,0,"striped",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12.5327,NA,NA,NA,NA,2,NA,NA,NA,NA,"striped",NA,NA,"polka-dotted","polka-dotted",NA,NA,NA,3
"517",331,21520,0.24,0.24,NA,43,331,4,NA,"polka-dotted",0,"circle",NA,4,NA,"311-3",1,232,133,"shape",0.3,3,0.3,133,331,"cloud",0,9.7146,"female",0.65,0.5,"['polka-dotted', 'blue', 'red', 'green']",NA,0,3,232,"task",NA,"311",1,NA,NA,"task","square",0.52,4
"518",312,7350,0.133333333333333,0.333333333333333,NA,43,111,4,NA,"solid",0,"circle",NA,4,NA,"22a2b-2a",1,312,332,"shape",0.2,3,0.5,332,111,"cloud",1,9.7146,"female",0.8,0.5,"['solid', 'polka-dotted', 'blue', 'red']",NA,0,4,312,"task",NA,"22a2b",1,NA,NA,"task","square",0.533333333333333,4
"519",312,6370,0.12,0.2,NA,43,312,4,NA,"red",0,"circle",NA,4,NA,"311-3",1,312,122,"shape",0.15,3,0.25,232,232,"cloud",2,9.7146,"female",0.85,0.5,"['solid', 'striped', 'polka-dotted', 'red']",NA,0,5,122,"task",NA,"311",1,NA,NA,"task","square",0.68,4
"520",123,15180,0.310344827586207,0.137931034482759,NA,43,332,4,NA,"green",0,"circle",NA,5,NA,"211-3",1,332,123,"shape",0.45,3,0.2,123,213,"cloud",3,9.7146,"female",0.8,0.5,"['solid', 'striped', 'polka-dotted', 'red', 'green']",NA,0,6,213,"task",NA,"211",1,NA,NA,"task","square",0.551724137931034,4
"521",NA,NA,NA,NA,NA,43,NA,4,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.7146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"522",NA,NA,NA,NA,"cloud",43,NA,4,"cloud",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.7146,NA,NA,NA,NA,3,NA,NA,NA,NA,"circle",NA,NA,"square","square",NA,NA,NA,4
"523",212,3381,0.296296296296296,0.481481481481481,NA,43,231,4,NA,"circle",1,"red",NA,4,NA,"321-2",0,222,231,"color",0.4,3,0.65,222,212,"blue",0,9.7146,"female",0.3,0.5,"['circle', 'solid', 'striped', 'polka-dotted']",NA,1,11,212,"task",NA,"321",3,NA,NA,"task","green",0.222222222222222,4
"524",122,14201,0.275862068965517,0.517241379310345,NA,43,122,4,NA,"cloud",1,"red",NA,3,NA,"322b-2",0,123,122,"color",0.4,3,0.75,123,222,"blue",1,9.7146,"female",0.3,0.5,"['cloud', 'circle', 'striped']",NA,1,12,222,"task",NA,"322b",3,NA,NA,"task","green",0.206896551724138,4
"525",112,2621,0.206896551724138,0.586206896551724,NA,43,131,4,NA,"cloud",1,"red",NA,4,NA,"321-2",0,122,131,"color",0.3,3,0.85,122,112,"blue",2,9.7146,"female",0.3,0.5,"['cloud', 'solid', 'striped', 'polka-dotted']",NA,1,13,112,"task",NA,"321",3,NA,NA,"task","green",0.206896551724138,4
"526",231,26252,0.333333333333333,0.533333333333333,NA,43,221,4,NA,"polka-dotted",1,"red",NA,4,NA,"22a2b-2a",0,231,221,"color",0.5,3,0.8,333,333,"blue",3,9.7146,"female",0.2,0.5,"['circle', 'square', 'striped', 'polka-dotted']",NA,1,14,231,"task",NA,"22a2b",3,NA,NA,"task","green",0.133333333333333,4
"527",NA,NA,NA,NA,NA,43,NA,4,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.7146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"528",NA,NA,NA,NA,"blue",43,NA,4,"blue",NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.7146,NA,NA,NA,NA,3,NA,NA,NA,NA,"green",NA,NA,"red","red",NA,NA,NA,4
"541",321,12810,0.297872340425532,0.340425531914894,NA,45,321,1,NA,"blue",0,"striped",NA,4,NA,"311-3",0,321,332,"texture",0.7,2,0.8,313,313,"solid",0,15.1692833333333,"male",0.85,0.5,"['square', 'blue', 'red', 'green']",NA,1,3,332,"task",NA,"311",2,NA,NA,"task","polka-dotted",0.361702127659574,4
"542",222,6431,0.214285714285714,0.476190476190476,NA,45,321,1,NA,"circle",0,"striped",NA,4,NA,"22a2b-2b",0,222,321,"texture",0.45,2,1,232,232,"solid",1,15.1692833333333,"male",0.65,0.5,"['circle', 'square', 'blue', 'red']",NA,1,4,222,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.30952380952381,4
"543",221,420,0.133333333333333,0.666666666666667,NA,45,211,1,NA,"blue",0,"striped",NA,2,NA,"331-3",0,231,211,"texture",0.2,2,1,231,221,"solid",2,15.1692833333333,"male",0.3,0.5,"['circle', 'blue']",NA,1,5,221,"task",NA,"331",2,NA,NA,"task","polka-dotted",0.2,4
"544",313,12881,0.769230769230769,0.0769230769230769,NA,45,122,1,NA,"square",0,"striped",NA,4,NA,"22b1-3",0,313,122,"texture",1,2,0.1,313,332,"solid",3,15.1692833333333,"male",0.2,0.5,"['cloud', 'square', 'red', 'green']",NA,1,6,332,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.153846153846154,4
"545",NA,NA,NA,NA,NA,45,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15.1692833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"546",NA,NA,NA,NA,"solid",45,NA,1,"polka-dotted",NA,NA,NA,"striped",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15.1692833333333,NA,NA,NA,NA,1,NA,NA,NA,NA,"polka-dotted",NA,NA,"striped","solid",NA,NA,NA,4
"547",112,1120,0.625,0.125,NA,45,111,1,NA,"red",1,"circle",NA,4,NA,"22a2b-2a",0,111,331,"shape",1,2,0.2,112,112,"cloud",0,15.1692833333333,"male",0.4,0.5,"['solid', 'polka-dotted', 'blue', 'red']",NA,1,11,331,"task",NA,"22a2b",1,NA,NA,"task","square",0.25,4
"548",212,7330,0.266666666666667,0.633333333333333,NA,45,331,1,NA,"solid",1,"circle",NA,4,NA,"22a2b-2a",0,332,212,"shape",0.4,2,0.95,332,331,"cloud",1,15.1692833333333,"male",0.15,0.5,"['solid', 'polka-dotted', 'blue', 'red']",NA,1,12,212,"task",NA,"22a2b",1,NA,NA,"task","square",0.1,4
"549",213,9990,0.384615384615385,0.576923076923077,NA,45,311,1,NA,"solid",1,"circle",NA,4,NA,"22a2b-2a",0,213,311,"shape",0.5,2,0.75,213,331,"cloud",2,15.1692833333333,"male",0.05,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,1,13,331,"task",NA,"22a2b",1,NA,NA,"task","square",0.0384615384615385,4
